"name","url","park","park_url","opened","type","height","length","inversions","speed","duration","longitude","latitude","country"
"Zoomerang","http://www.rcdb.com/./2953.htm","Alabama Adventure","http://www.rcdb.com/./4702.htm","2005","Sit Down","116","935","3","47","108","33.380005","-86.998973","USA"
"Zydeco Scream","http://www.rcdb.com/./590.htm","Six Flags New Orleans","http://www.rcdb.com/./4747.htm","2000","Sit Down","116","935","3","47","108","30.052511","-89.935523","USA"
"<i>unknown</i>","http://www.rcdb.com/./1330.htm","Playland Praia de Belas","http://www.rcdb.com/./5014.htm","1993","Sit Down","0","0","0","0","0","-30.049490","-51.229020","Praia de Belas"
"<i>unknown</i>","http://www.rcdb.com/./1758.htm","Kerry Leisureland","http://www.rcdb.com/./5200.htm","1995","Sit Down","0","0","0","0","0","3.090899","101.742266",""
"<i>unknown</i>","http://www.rcdb.com/./1935.htm","Qingdao International Beer City","http://www.rcdb.com/./5263.htm","1998","Sit Down","42","1099","0","28.5","66","36.097314","120.459080","China"
"<i>unknown</i>","http://www.rcdb.com/./2331.htm","Allou Fun Park","http://www.rcdb.com/./5396.htm","2003","Inverted","131","1013","3","50","90","37.973234","23.672919","Greece"
"<i>unknown</i>","http://www.rcdb.com/./3227.htm","Tokiwa Park","http://www.rcdb.com/./5800.htm","1997","Sit Down","27","679","0","21.7","50","33.945652","131.283317","Japan"
"<i>unknown</i>","http://www.rcdb.com/./3425.htm","Great Escape & Splashwater Kingdom","http://www.rcdb.com/./4596.htm","2005","Inverted","109","2260","5","49.7","96","43.350999","-73.687041","USA"
"<i>unknown</i>","http://www.rcdb.com/./3942.htm","Tohoku Exhibition","http://www.rcdb.com/./6171.htm","1997","Sit Down","27","679","0","21.7","44","0","0","Japan"
"<i>unknown</i>","http://www.rcdb.com/./4258.htm","Tohoku Exhibition","http://www.rcdb.com/./6171.htm","1997","Inverted","109","2260","5","49.7","96","0","0","Japan"
"<i>unknown</i>","http://www.rcdb.com/./4341.htm","Erbil Family Fun","http://www.rcdb.com/./5691.htm","2006 - 2009","Sit Down","0","0","0","0","0","0","0",""
"<i>unknown</i>","http://www.rcdb.com/./4447.htm","Nanjing East China Mall","http://www.rcdb.com/./6381.htm","2011","Sit Down","0","2001","0","44.7","0","32.138897","118.721975","China"
"<i>unknown</i>","http://www.rcdb.com/./10242.htm","ORA Theme Park","http://www.rcdb.com/./10240.htm","2012","Sit Down","0","0","0","0","0","0","0","Turkey"
